,id,amountIn,amountInUSD,amountOut,amountOutUSD,timestamp,tokenIn,tokenOut
24,0x00020c21ddd0def995e370ba49c18145cde69d5aed39b6ede6457a79ad00e030-17,302345723632499994783,400728.5135016687542263586647806889,400027691117,400027.691117,1673453135,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
25,0x000220fa0f2a0e30c993148127f013d1387a17fa5d428f22f26e81e80b651207-122,704204432016447112,1184.298508455932297991278175498373,1184486129,1184.486129,1676975147,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
26,0x0002334de6147cb80bd341efd3458dd7fc3044aba46665122382b93b42986e7d-179,139988967458866108,231.247111610865897697279692115659,231464603,231.464603,1674313943,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
27,0x0002413d43d3df164c298af1e8f37807c471b00428a1cff0dfc78ff31cf3bf9d-8,45026455951645244514,73472.10681696937993626979876857663,73465887941,73465.887941,1675928915,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
28,0x00024c60710fc0384d19877412a2c32d0e9bbf91bf1aa460ce71c3c8cb677fce-35,1790341195202309670,2245.472695963413720236948665845606,2250217200,2250.2172,1668417695,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
29,0x000295323120fc3e18f834bac8f2273ea078a1ed5cb3d319686add753553ae51-201,1137229071610171485,1501.625283348017482460174393642247,1500000000,1500,1670992451,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
30,0x0002ac81a0eb41067c88c3263da5cd194d1bb536e3802386c824ad9cfbe145d4-254,146597500,146.5975,123041165753576800,146.9148758876479106053597613793723,1671505991,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
31,0x0002b4156acce5f421f60a20522849d1259ca66e869050f6bf7d31dbd348e2f9-97,8545738327461185507,14307.99857248156101915096385363379,14293487402,14293.487402,1675316291,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
32,0x0002c9b82966567b8f14e1be7c12da305ec26a94247fd1086a6d86eefef25433-7,380699615609,380699.615609,232216253075649844206,379526.6622254281781688392307858671,1677154703,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
33,0x0002cb0a08fd9b9a069b2b8e136a542c52f2a43e0b6026ddbf6f796cde2ed127-255,730000000,730,470539141711631270,729.4582417291888962280629039060472,1675991879,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
34,0x0002ce92fa7e99591690605cf298db46203385f1cd251064378edcf5f260a5f8-186,227987500000000000,364.6381802085514440274379580598034,365352292,365.352292,1674770531,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
